state,state_code,longitude,latitude
Tocantins,TO,-48.15320847899778,-6.066159206683047
Tocantins,TO,-48.15921705899606,-6.648170083577222
Tocantins,TO,-49.343359788397414,-12.063699305409237
Tocantins,TO,-47.72271900036357,-9.058719595779026
Tocantins,TO,-47.743616478196955,-12.68788003730545
Tocantins,TO,-47.52625531338689,-5.542455941717918
Tocantins,TO,-49.16696730690798,-9.13903547026932
Tocantins,TO,-46.31888478794562,-10.436895728512296
Tocantins,TO,-46.738703532552,-11.416356936744517
Tocantins,TO,-47.301323996476206,-11.236228185042076
Tocantins,TO,-47.718613409736236,-10.51136585372741
Tocantins,TO,-49.25630258654632,-11.987908696840293
Tocantins,TO,-48.31789742698725,-7.764668936953559
Tocantins,TO,-48.60159320022327,-7.84718692261291
Tocantins,TO,-50.56468004436485,-11.047165066252537
Tocantins,TO,-49.44044761830997,-11.104779045890787
Tocantins,TO,-46.93784672833789,-10.846030737061135
Tocantins,TO,-48.2267087253527,-9.802947794678921
Distrito Federal,DF,-48.09716051325114,-16.03640587835582
Distrito Federal,DF,-47.410048145449586,-15.981362934629008
Distrito Federal,DF,-47.72876168756433,-15.633670569375827
Distrito Federal,DF,-48.07644269040712,-15.608303253416175
Distrito Federal,DF,-48.053101934483735,-15.797733862408169
Distrito Federal,DF,-47.729851752839124,-15.955208887648455
Distrito Federal,DF,-47.73245797409729,-15.702429077015358
Distrito Federal,DF,-47.45618798086638,-15.605527841330069
Distrito Federal,DF,-47.60362469063299,-15.572005386951465
Distrito Federal,DF,-48.12976937072899,-15.601326861737817
Distrito Federal,DF,-48.17458839168883,-15.979758369399475
Distrito Federal,DF,-47.43792363148094,-15.903393191037333
Distrito Federal,DF,-47.68104031971748,-15.919845656292987
Distrito Federal,DF,-47.428113505089556,-15.76889968233702
Distrito Federal,DF,-47.72314410528558,-16.044286694540116
Distrito Federal,DF,-47.5026643689364,-15.78503652899869
Distrito Federal,DF,-47.762162892301525,-15.798920086141393
Distrito Federal,DF,-47.873767509201585,-15.91403268407383
Distrito Federal,DF,-47.49772414989896,-15.682965804996023
Distrito Federal,DF,-47.809214542853695,-16.011217521313316
